t_seconds,battery_z_m
0.022998809814453125,0.12091441051817432
0.0434567928314209,0.1167011100379676
0.06377649307250977,0.10968881310433826
0.08434486389160156,0.09991386797503575
0.10487508773803711,0.08739936551776423
0.1302483081817627,0.08777369227623996
0.15403079986572266,0.08831907749956214
0.17773675918579102,0.08875826817859554
0.2012033462524414,0.0890757394133544
0.2237110137939453,0.08929910648528389
0.24559926986694336,0.08951399243170077
0.2669665813446045,0.08968494306240331
0.2881288528442383,0.08983783089452552
0.30960536003112793,0.08994363924011187
0.33074450492858887,0.09001393620946917
0.35205698013305664,0.0900502990876991
0.37313151359558105,0.09007907900164792
0.39423537254333496,0.09009685280589592
0.4151926040649414,0.09010221233642002
0.43610072135925293,0.09010710881010878
0.45778441429138184,0.09009024893961352
0.4801790714263916,0.09012364715774969
0.502516508102417,0.09013800346272514
0.5249967575073242,0.09014137882787386
0.5473179817199707,0.09013814571714897
0.5701134204864502,0.0901508201225412
0.592383861541748,0.09017115748712004
0.614431619644165,0.09014057442412687
0.6365423202514648,0.09014152266010204
0.6588165760040283,0.09012779339574863
0.6809520721435547,0.09015158957868832
0.7028696537017822,0.09017560705397812
0.725257396697998,0.09018604879813895
0.7471809387207031,0.09016694479783302
0.7696998119354248,0.09014164459564993
0.7919199466705322,0.09016196237427226
0.8138885498046875,0.09018936475175353
0.8364517688751221,0.09020360126880506
0.8588588237762451,0.09021041797009284
0.8811740875244141,0.09021758152579196
0.90321946144104,0.09017698450320141
0.9253628253936768,0.09017580815757555
0.9482176303863525,0.09020468577148306
0.9710776805877686,0.09020169694660991
0.9935183525085449,0.09018409245613093
1.0163581371307373,0.09017728703111108
1.0391552448272705,0.09018734921216369
1.0614089965820312,0.09019638212452484
1.08404541015625,0.09022270634507791
1.1068298816680908,0.09023095736149338
1.1294264793395996,0.09022052413299625
1.1519298553466797,0.09023504706001303
1.1744575500488281,0.09021856069891462
1.1970324516296387,0.09018917636530434
1.2195510864257812,0.09018777091009625
1.242154598236084,0.09019160875821558
1.2648496627807617,0.09021222785146238
1.2872934341430664,0.09023118486898773
1.309743881225586,0.09018465226340308
1.332214117050171,0.09018033135360515
1.3551898002624512,0.09020201546636165
1.3777575492858887,0.09021670129977394
1.400195837020874,0.09021096023465595
1.4229848384857178,0.0902078328141487
1.4456114768981934,0.0902066294050928
1.468306541442871,0.09020333311805727
1.4913692474365234,0.09021038661161807
1.5140671730041504,0.09022850131150065
1.536391258239746,0.09018831164092804
1.5592339038848877,0.09020280398520754
1.5823287963867188,0.09023161963045356
1.605363130569458,0.09024441928798511
1.6283881664276123,0.09021900090628898
1.6516659259796143,0.09022546053259545
